LO_COMPTEUR;LO_DEPARTEMENT;NOM_PAYS;CODE_ISO;ID_PAYS
440460;FO;"Îles Féroé";FO;0
440461;FO;"Îles Féroé";FO;0
441714;FO;"Îles Féroé";FO;0
441715;FO;"Îles Féroé";FO;0
